Cell_ID,Cell_Type,Batch,Condition,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20
Cell_553,Monocyte,Batch2,Healthy,40.54313566281362,53.3253025823052,71.83922498363975,49.01411984055629,54.18121761587406,46.9972384421076,66.20038639455407,47.14884360480484,43.488130259861634,38.17283765161695,51.5889887616883,,50.57893473651282,62.398013502062746,56.79183274542615,65.60929183335638,53.51698534174895,58.275752318424594,60.55428697822705,
Cell_554,Unknown,Batch1,Healthy,53.92609432203349,56.58735676120221,42.707145286544545,,46.56055344622923,47.700293547071404,59.056310869337125,error,52.08230375128534,55.37789623447266,31.115996350014097,35.952625628104364,59.91673181982514,38.906551761781,44.554850484458726,41.75336506541686,32.648489500925066,43.61527962335067,47.75050965821266,35.54983096018257
Cell_555,NK,Batch3,Healthy,58.139240339014144,36.94634689831511,53.40920525793032,39.66318686339729,51.93811690947622,58.458173547862884,63.33975278109821,46.61643329298245,76.3399691041879,49.29748605660522,49.61982750458772,57.7265074193402,47.040436536600474,70.78570180787601,43.83195064167107,40.34727935881577,51.96739081094348,51.81862718882584,29.9411444551234,49.0902821155132
Cell_556,B-cell,Batch3,Healthy,54.919248531562395,31.739203346491152,50.14367195006067,65.99891114601343,65.61319044135814,49.42905918821434,30.512466728001616,error,52.96040564226689,36.423703553085865,29.724682399475082,45.96059944523484,47.29017829810641,66.98572734404922,58.208865364225645,error,59.57082210961302,55.59191267989482,74.01125529403116,43.06204129046566
Cell_557,Monocyte,Batch3,Disease,34.79859592580529,45.787194535337186,59.29726223396596,63.83700370363582,41.982960723459016,41.44403392149589,46.17616162061848,39.30286158989385,36.256926531659744,44.81965643393875,60.25785552912787,48.22823152234738,55.4126355459654,47.33826035358118,60.65995114973119,43.24097036714801,62.21402413725605,51.91612042697606,44.93816083250187,57.77234703029319
Cell_558,Unknown,Batch2,Disease,33.64296805631102,48.8857085319515,42.40093693215107,43.236556836048855,,18.005376448328896,42.174851353567945,49.07164209189169,53.067859702099355,,64.05885536064613,55.12657876033882,47.818153329237,error,,46.73170293523372,63.01798524576897,58.211398595022324,62.513576138303335,42.96887377693924
Cell_559,B-cell,Batch2,Disease,45.2203680676692,60.09794155412411,44.027152436412706,37.26275614835012,31.786840694886983,45.64018984355304,61.08715755298314,55.64744508022629,41.79945834416479,47.217558231373715,47.742758495842494,59.41599161782365,,57.10778285588444,64.23907637008952,52.82295255750226,62.46976787742626,71.95607706729533,28.070078859732547,36.56657861840118
Cell_560,Unknown,Batch3,Healthy,45.57581428483088,62.97681203857273,47.843045916372,50.28603300077871,61.46538644567727,39.24918760835506,59.30253951337961,32.82266803184908,48.88758215519749,32.25338244107888,54.60558217226169,59.9799152419707,58.33093246046168,37.26163599540506,29.70215287629792,57.090930246203506,49.83689707296768,,51.83268127205848,
Cell_561,Unknown,Batch2,Disease,43.24062721501029,48.32327311420942,43.33948081279337,42.73517675506937,44.526735459318985,48.800786832183924,51.45215628550557,51.66263335940009,40.840702972037974,error,56.118406859890385,46.900588660823246,,52.00649702984386,42.62923287694264,,45.12921977920389,71.63609619933007,68.5214528346767,
Cell_562,NK,Batch2,Healthy,59.537692251495095,54.77375721164706,46.47506054749681,36.816227593944845,49.30986687542226,44.59561808057058,39.764421752623605,47.45064816474195,50.6872251105788,55.520248924441816,49.49015019234571,,27.339364337061667,44.0756236505993,49.26163937100697,38.27558790932949,34.77736580385269,57.611622815067705,51.00140240306174,62.73815967688961
Cell_563,NK,Batch1,Disease,51.671512380527545,48.58653357734508,49.62948522571366,47.20313635492511,52.375675938499135,51.88957292240401,48.45660768882909,58.30002107257942,52.28701445486006,51.30907145247638,56.639011326856775,44.178908772430894,49.582341246300814,36.80316647415476,40.97922467298895,35.218148653895064,60.03111831403969,error,46.79911488066929,68.1917936402516
Cell_564,Unknown,Batch3,Healthy,58.06989172062188,77.5906595416391,33.50593165099018,43.4784115256566,53.08470380994818,56.09384543878818,,50.47618641683297,62.808327178857155,61.763667459552586,36.729372215475266,58.6965627721104,42.66667795252598,47.071123624007384,error,43.14682743373255,41.69004827197885,,58.116591960170815,54.3477045927222
Cell_565,Unknown,Batch3,Healthy,46.849179587326105,73.15155791491888,47.592648208035115,32.15221671754443,60.90857462019621,61.86794216185294,58.499407806687394,35.30351574836294,49.0126516850368,53.69591284205638,64.67824078489912,53.599345240742906,60.93688298126973,,41.49959044802786,63.42558531828921,48.173260907171226,37.56983235867721,46.14665594511503,61.566450868788316
Cell_566,Monocyte,Batch3,Healthy,57.23960474551488,46.47021754370647,,53.0616917523224,50.833438606538806,38.82393378784596,45.71572877237637,62.95867470465893,50.80581646634787,39.724142250691386,42.12803669974738,38.653836647606866,32.80639849571721,46.41741195393371,61.07151249901178,64.02887216867444,44.382620050299096,44.94365629262913,50.61452087193823,58.924987989952704
Cell_567,T-cell,Batch3,Healthy,38.99449065556562,46.56517795190888,60.52347982762963,53.88953675002839,51.09921849677332,48.78594364852348,63.64325116772863,56.9220063206722,34.07534272984242,55.82876422022446,54.74601188446909,58.86372732929176,57.44389588448975,43.665138975355966,47.758259366500745,55.8706975465941,53.930520658131044,40.79751284420029,44.38516401216794,error
Cell_568,B-cell,Batch1,Healthy,57.46356497718026,60.9613466320969,51.83039421147887,59.83619678707177,28.547690167631554,41.69343362093843,49.72680585406778,51.55316570745915,29.593177194671668,56.924988287054795,49.40635397146089,48.510816112631815,50.430594829508266,41.51470307683991,41.405253949495865,50.92429579633417,44.15500069555603,48.69623439070886,,47.12391158243264
Cell_569,NK,Batch1,Healthy,31.353320540955252,59.48041391829399,,41.378338819468134,54.20367136256017,61.56759860706178,48.739457216514104,40.18875516496155,28.51137681252984,57.72305066806753,52.452307125921436,48.668491396251945,47.93186429163269,49.59765392307143,63.49420593724312,,40.26955191894751,39.06495907380709,73.08581563114521,58.28004766721058
Cell_570,NK,Batch3,Healthy,46.58693241209701,51.099308528662,64.05518596499599,52.62226365059159,49.83715185341238,56.99352251721447,51.73105825144019,55.85456931303601,53.84889495771761,27.957790777372796,48.0574269749569,49.019494067591545,45.5952968140863,36.57102296866951,error,49.655031854386465,47.36887449666461,70.0232085489647,60.648155364822664,
Cell_571,Monocyte,Batch2,Disease,50.73079561970941,69.93677579381784,,45.753776973710956,,60.35589071250249,49.62917467045944,60.57736539168518,error,31.735121732568974,61.120186909411345,72.38779043684178,57.37046245989415,24.607647364448436,40.33004796483041,58.255342591573424,48.325733790561245,56.05395327357709,57.82019374440954,44.07682500028274
Cell_572,Monocyte,Batch2,Disease,45.696243308131464,51.222769932728,39.50298533615943,32.54763425370537,39.64798227506877,64.30563601805707,59.23909781061072,32.471703971787136,37.3797571552205,53.37981136678869,35.73572914441521,34.64738605325278,40.22132818447996,65.60270549377688,52.81292188670949,50.84088924789855,54.116183320331714,51.82163867133226,55.80410430838432,47.37070463763541
Cell_573,Unknown,Batch1,Healthy,52.40078781036618,45.97845660418862,50.89356022597337,57.47591112020388,53.082528163481655,47.23138067156521,54.039058121325986,36.27028127837327,63.52516394077455,59.26541405798487,40.19718303021257,60.33650554157994,40.644886014302976,56.46861922324587,52.25389145897729,,,44.510803121006646,33.50481714396611,53.03070090046159
Cell_574,B-cell,Batch3,Disease,41.14565613632108,43.20246546179808,47.23855844940273,33.155957724072096,50.73678181539603,53.6763133345655,50.768393537907016,55.35764894891474,30.873794403381932,47.97281346195435,,54.32409363615686,55.90021559782012,43.250916782655366,51.98187196926824,62.55921034293984,39.1255267660182,56.13739269636167,54.47986707161438,34.358279367271294
Cell_575,Unknown,Batch3,Disease,60.7926056054912,48.05996676123735,49.669678521982966,48.09891455930659,61.55526213510706,37.482803826473045,48.58280267455025,46.71561977764695,41.30739768070302,52.06884744192493,error,29.776051407023935,65.05190790823818,42.083247054618006,37.52212161418612,43.210354461693115,63.44015327055515,39.283412722335925,49.370319087418,
Cell_576,Monocyte,Batch3,Healthy,42.648495656457925,44.993781271329325,49.81499581526798,51.76702859849467,33.4370411587706,31.174039236333236,57.32174614021477,38.87341990307628,70.3752268780789,61.254798432585815,51.115016654447075,81.9634113156287,43.43450296591397,error,42.672170907628015,53.364225264631266,44.302433366714666,47.790301269814165,44.33462979910787,50.43933045250385
Cell_577,B-cell,Batch1,Disease,71.9358421097403,48.05864341148458,38.72220940466947,43.52818814298124,53.967044312903184,68.59394218880547,26.88384449716154,52.33049861898244,49.30962262488164,45.67731579263303,47.18977663288421,,58.28866253569636,50.810083182455216,error,54.979860321402676,,39.69321785363214,49.66483218148946,49.47943106763405
Cell_578,T-cell,Batch1,Healthy,54.56870297405356,33.06918072795638,44.18572514179727,67.86898995861583,40.08720202623876,54.945905610640004,54.424865841586694,38.363605411810255,53.348453616874906,50.53382657028041,30.648310149549364,47.868956596945075,42.98492323742936,44.97545131784481,50.321596975507084,58.3412309238024,38.053444091939994,65.99967931858686,50.17253205083633,55.12543677783845
Cell_579,T-cell,Batch1,Disease,49.12547447496465,,62.00923637080022,48.06175164551808,69.69831666947641,51.495454372015345,31.949354789814983,58.73737875505916,50.78462088940898,error,61.356967957579926,65.29111885476337,error,46.68760299897541,error,error,,42.90654016822044,72.0245505956346,58.193451002511424
Cell_580,Unknown,Batch1,Disease,66.00072435204336,36.169063125415065,51.82094298924516,52.07581643411547,33.90002126408962,,36.793579201092435,47.93857297876772,34.88957400872114,51.440761382817385,47.57961259846939,46.31631134402691,,53.24333396496422,33.627988408775096,48.12204692595469,61.16260655487057,45.36365815278903,,43.655409245922385
Cell_581,NK,Batch3,Healthy,53.048133924493555,49.60551034100639,50.73704193514575,,56.652428542151874,56.52541639698507,50.715148021176056,45.71505770701175,38.26639894157303,40.728037813386216,error,53.68329617161891,53.675111405263586,61.31247204037594,58.05797318939433,67.35591110111537,52.897234493073775,63.44440215523803,41.05593228571583,42.823745595558975
Cell_582,T-cell,Batch2,Disease,56.07152901234275,55.22784972402575,31.516652105575012,45.95429666067143,59.763591871425376,44.87376051364877,40.95272483795333,42.92246542588973,,,,43.24259661500669,42.94216073809517,44.983736367601765,54.86515952680695,60.51849814088746,45.42204281645333,48.33602527626714,54.580911152258864,33.18606778959867
Cell_583,B-cell,Batch1,Healthy,35.84177742540742,56.95227127291608,,69.52590170343359,47.01596122609417,39.68109522322279,55.96554639102673,24.474977512421752,35.2744638574584,66.72567880741293,58.58775035128242,38.31536910274002,61.87760823519447,35.71412788840601,42.60041977937739,51.220083440325126,69.17974667762181,46.20584300486818,45.60318557410396,48.22359726402623
Cell_584,NK,Batch3,Healthy,,46.93915126415663,59.23097791777785,59.90397400539778,,58.08321041714066,49.36236600818084,41.16812841574009,35.922129155592515,44.39302768312057,52.2257903674272,error,60.565321874409776,47.01707789799309,65.60164400255434,51.96114504809811,49.32689440052794,39.94497112805254,48.73390824834254,
Cell_585,Unknown,Batch1,Disease,40.77722543517227,48.00965310466791,46.485244526891925,66.75214912340925,63.5009547028871,30.985435275321436,49.3387894269604,50.7717788661467,63.563874468071766,41.88598574209558,51.8939071184318,38.363996636516774,44.69844998035859,67.24801884691459,49.56616035524793,44.93913477369063,44.20707487042576,53.87351066940549,50.46866813278044,
Cell_586,Monocyte,Batch2,Disease,45.661864035471744,61.10604685077398,36.71977688417128,30.77768930453547,41.566933814832794,45.58369154192675,31.573177164367433,,45.78403087657574,error,37.21754915467488,37.87586759113886,,47.80570835025047,40.50643271477573,65.35592305771091,45.249203890087834,45.92894109009222,42.04503903789223,50.98246687190527
Cell_587,NK,Batch3,Healthy,36.721930827965984,58.21400741194982,39.00344420601746,54.86072069073976,,27.172862964456293,error,51.51919180806247,58.832263272322876,46.10670135475318,40.52096275177837,41.904165340102935,54.639343793742256,52.80400240133854,53.32046230587976,48.448154011776886,57.82171772867781,47.8541737441435,57.472829663989344,42.31100779642459
Cell_588,Monocyte,Batch3,Disease,47.432936502708976,58.18719270497749,53.84481991348379,67.60491334767953,53.69088592513768,58.93224319186241,35.97613907964772,40.439621301572686,38.61613012623358,46.22127451896214,50.11382721268173,42.858180006861886,44.0422208075063,66.76337216973604,61.42559363490504,54.60994478554793,48.71176554071689,64.44853563079818,36.12799036081177,39.94621997713402
Cell_589,B-cell,Batch2,Healthy,32.35982425646607,47.753559594445996,33.465104604051234,29.741959779387695,53.996786608073364,43.74490337755086,51.054205465320365,47.71441633996421,,53.83165428792214,45.34027603804434,49.584112828194655,32.2327224997711,45.016440351041105,48.20556951456538,45.208076637924826,45.15664244446994,50.83059685531592,44.6858637109074,58.42704433441287
Cell_590,B-cell,Batch3,Healthy,44.53227015239831,63.49205858872773,45.48186579997519,,40.39551738061009,51.5291232504143,44.51550529274541,47.50298277247309,38.30534255264624,54.52209872644448,59.91393263484369,42.471362523210544,34.278220474209036,52.8334129577673,55.9737460519835,47.06327658663637,53.191521750379245,error,62.40740701345355,33.88839295088181
Cell_591,B-cell,Batch2,Disease,54.123142006807605,41.33092860895208,48.382464988189426,59.53416592578182,68.12484401641366,48.73517415810878,48.914361154302064,58.52092243161489,49.30438207787748,65.3104895966201,68.5899704076405,45.92334652185535,42.520535578907285,57.89535727234105,42.26946589802301,62.97971601758604,56.83390898973634,45.45368910583851,51.47842341800672,47.559389185836366
Cell_592,Unknown,Batch1,Healthy,53.27803746953502,46.96647933901605,67.25782617923483,47.06957664214062,54.69652030793878,44.208144645953546,38.270085078352125,47.813946956832076,55.35123646096578,49.91585664121888,39.0893734158072,43.05277389535129,62.72422645367827,62.312117772115386,74.27559378197547,56.45283467173127,44.61232359175342,36.32216626829701,44.53217842384599,63.43697999956678
Cell_593,Unknown,Batch1,Healthy,error,62.98168185518784,53.22188319159413,34.721528972726716,63.051480804179775,56.05756908112995,,28.245947941743587,,49.476963192244455,47.91342375176091,47.19648797781837,57.820297447772546,49.06748360695783,35.29411592086254,55.60006677380268,29.759061108093803,,62.462418699199965,
Cell_594,Monocyte,Batch3,Disease,64.82375659955902,35.961941454136124,44.090075658944144,41.58157728807859,43.37726110415324,54.92677660347193,64.80456480603688,54.95822543698356,48.46832928588127,63.2381700582582,51.135676837403466,51.03444578198569,49.08935856758357,41.464193457658396,52.659550806867564,43.878827749889936,47.08082991789746,,36.13413457313729,
Cell_595,NK,Batch1,Disease,50.14085064724954,,51.51264835565025,41.559393083224975,47.605027517224165,31.84319959649156,72.27880364195616,39.209183477320636,64.93181544437948,49.269170101411916,56.74914416345104,61.23051909528396,42.10134958220256,49.530422613137205,41.625567667882876,31.67113652026615,56.42126593162735,57.85565554873235,57.24564519158412,58.6942185767432
Cell_596,NK,Batch1,Healthy,57.778410651453946,67.03528244394501,40.74600127256903,50.035788507240994,27.557144360107827,36.29925411304156,error,54.63195979944959,43.77291077328555,42.96025982905886,error,50.975999568324774,63.679377369904344,60.98490613739847,53.981244711352,error,45.60902218175573,57.29075255787035,error,47.53960021390623
Cell_597,B-cell,Batch1,Disease,51.74954574450483,62.13551516283417,53.83013517430711,55.57747327292454,50.799844315938465,57.67612279941237,34.659586130630636,48.71433370516367,error,47.95475661708522,error,53.27199783361794,52.07605532853062,54.83464673092759,40.78234604810047,54.145707508924,43.80178865108234,61.461285149113735,49.98323418363516,45.60845304679323
Cell_598,Monocyte,Batch3,Disease,38.066716505313295,32.12998451718398,49.36850747368179,54.46229707245561,54.527645838940536,57.29847673616937,49.348773252397955,45.67386775886607,56.69703601814304,57.72627766289901,70.5371734340629,37.85260383011973,43.9814638505557,error,67.05351760654153,49.31828199834376,45.01850820030278,49.244132713938185,,45.9034175027989
Cell_599,Monocyte,Batch3,Healthy,47.99567109889646,50.67400442888306,41.83545346788718,51.0120367779344,45.502500159627964,38.52256263898892,54.342714242292566,35.967082530929,error,55.420062218975005,42.187821010013316,55.4006821988567,56.77551561609354,58.78684165690011,54.657133146132715,48.151138026359746,57.82186559111913,33.430874508616384,27.765149325098,35.695431886309215
Cell_600,T-cell,Batch3,Healthy,52.84547404106613,51.033484852042676,43.84088823999624,47.36295076363925,41.79353692558103,error,55.228795150411344,49.58990973707116,54.63267573828961,66.10303971220227,53.661481499945204,error,44.8840141571365,56.3911712478697,43.81777421942986,48.03208746076112,,65.7952077038291,60.92070179032014,63.60139392482385
Cell_601,NK,Batch2,Disease,45.229979879339005,61.46005734163302,59.43401940459929,37.74583784882938,41.3065261227449,32.73477086328168,error,49.459819679760734,61.38026847050817,70.03023603392235,40.134800605521704,58.76360816377873,23.860346754809033,35.64757024561362,63.744564767700034,60.64206545565888,64.22876596949516,55.085470990998765,50.49427944121367,57.25804521639549
Cell_602,T-cell,Batch2,Disease,58.83335542835303,41.063090940721466,,52.23638516516304,43.22554079460278,34.675850395122396,57.3206981248359,51.104974717693096,37.96626344211536,,49.846148258855436,47.03483687117725,43.74182924970259,39.36415001954005,54.657659834266525,39.33750026173894,43.179926707881634,52.4272240587443,50.22827416694232,46.39819452143737
Cell_603,Monocyte,Batch3,Disease,38.8754458010189,53.719198297906345,45.45686417299142,39.27428191554148,49.98027605139577,51.8023922623134,54.63463642890909,33.80555087780688,58.87564443654443,15.529782603472036,54.51789223533305,50.88895109763188,51.62296545642904,48.48760738775489,41.27004351074682,55.88309707731727,47.087412510150315,48.91092000425455,42.6610361628358,43.59693333867955
Cell_604,Unknown,Batch3,Disease,49.16333196965682,46.86378603727574,51.367803237730605,54.60898206746154,30.113857898214885,43.936539817831516,50.316637156444564,69.40896471214951,48.816258554695324,50.34565645629028,63.287119738731015,50.23203612539257,50.84978296041962,58.82821268638698,33.819217725093644,50.894207188175,46.84394528081514,71.54831626310445,26.117695869222914,43.30369589706321
Cell_605,NK,Batch2,Disease,54.50042066489111,39.720452116429485,38.781972960059875,47.711279364412626,46.94592505684462,60.76349831832911,36.7330562666955,44.67541111698132,47.833288399766744,46.417739669503035,57.560082329760775,47.537885167930824,51.12113766786631,48.104429324817325,41.46164969715747,37.8627561610824,33.29485155426714,53.99454485484892,49.48286771724974,40.774579243595326
Cell_606,T-cell,Batch1,Healthy,46.95570336417916,52.201170171518974,52.91790708803589,49.40414319737735,51.581381462815614,32.08784186168399,57.621094965435276,42.279538374824384,50.7590973103655,45.04023850631915,65.62553462832221,,35.443806106250044,51.77777042344421,54.11782550344575,29.9957111921009,39.62234973784304,48.6161632764443,46.46151648303097,33.72005436440445
Cell_607,B-cell,Batch3,Disease,73.13576927958562,35.93863319628001,62.00893003431083,37.017775909786806,48.09112716040436,58.22037034711046,,43.90671661494409,,63.07112477606395,61.2124504972775,58.62896926665205,,,62.60252011841783,54.09919793311386,47.83328996965524,69.3169668543623,75.10015181947404,
Cell_608,B-cell,Batch3,Disease,42.07930985499574,,48.16361483937049,error,error,70.0210927015479,51.74549545610697,25.105216116184423,,48.548646890189424,53.95724145343708,41.15805317467817,58.50469694422467,54.904122878942935,23.93090104984627,43.195146134263204,40.59893916378499,43.91823808055551,41.5616575060219,56.88508069473906
Cell_609,B-cell,Batch1,Healthy,59.47127624127338,54.440654449361595,50.40732562169563,57.651043974856904,56.61199669292286,62.195783695515736,,40.287783122131344,59.17973063929051,47.0625334772225,41.367243070807575,error,53.76182556976084,60.10324906891486,,35.49607881850201,68.51608430071116,54.97071867550675,55.00038094403311,60.9994002789402
Cell_610,NK,Batch3,Disease,39.95285347972746,59.617428679241385,,45.42897850329423,48.73421725673618,62.39620855690589,58.31011103159451,45.638092342339185,34.41307510840778,49.66088081063753,45.79347437632396,45.65880467690108,40.6527530016646,47.86348479614725,47.88842621742094,52.28971804384865,50.00735882588723,58.63396003442848,51.911531205135006,42.481745201907984
Cell_611,T-cell,Batch1,Disease,58.69194245653752,44.20015375758851,47.69980612012225,41.636721949431745,44.92605671166308,47.08996425880834,35.73223167937337,60.9166269536603,58.32861285112331,54.730507028769686,42.52987909065666,54.29201320227751,49.417381734528895,46.20217837745181,35.31223613463612,42.21423429367021,53.45227387865252,51.624390028621384,51.91762022216236,56.56910536952139
Cell_612,B-cell,Batch1,Disease,54.52974046867501,43.52675896170879,53.710147391864425,16.268510534454478,47.981551092739835,52.588940036789445,56.14818267319294,59.72956688253956,44.89281544450751,53.98872869604225,37.41364025658987,29.42435913981654,53.01880864023484,55.35381659029123,59.02973551750357,49.84832818778199,error,36.00639304563755,47.338133904355814,
Cell_613,Unknown,Batch1,Disease,38.437949442804,49.88205258269462,45.999993843568795,51.45310243145575,56.50073096531143,52.481579758357086,43.04047046937021,43.3167196123054,48.31249101047017,44.232933575729625,67.61404737934812,36.10892128261507,56.46100115288801,62.52065024702558,66.46973269005743,43.34933519217608,51.27719530623621,58.85423138233524,35.06997195347347,51.290298384292825
Cell_614,Unknown,Batch2,Healthy,error,57.68562419731005,66.12460841819257,56.04656432889157,47.174519757400134,46.759264700907465,59.64823784218201,41.20181072698219,36.374332827287695,49.71024801367298,49.734246458301584,49.61552498815413,57.031410644099424,58.18431150164652,65.76367022641331,48.24805615597065,44.46845585632937,69.43270045554655,68.58791267070976,40.14421826846256
Cell_615,Unknown,Batch2,Healthy,61.274448574913464,51.623818099125295,44.721646692939785,66.68787554935128,37.3895542642273,47.46776614085164,63.70924425825149,58.430250023268485,39.88310010321916,52.74182580096538,51.23752722369242,42.91146105097105,55.444670671314,42.75046841034675,51.983993255901446,50.3622370374698,58.20624621305534,57.56511797543537,43.04461264329432,
Cell_616,Unknown,Batch1,Disease,40.41224306800935,46.25392512894793,68.79886420856776,40.435023849240345,59.916154184625185,43.29934336193944,51.87365475660136,45.23350704614937,69.16015297623214,,57.18961374011634,67.02008746091884,54.382372263907406,52.62745902363606,42.38727217231536,,44.19188133666745,57.88090207590959,59.19402934792161,49.172508550636195
Cell_617,Monocyte,Batch3,Healthy,,error,57.60647689028784,44.27664887171933,51.52801438850304,40.65197547510462,52.27855438652794,error,55.67870996246892,30.452234440980593,34.52030994815579,34.05639807787676,65.67882564557286,52.8407311506032,47.80370990957561,30.294335382559883,58.57018981366064,29.208487663887645,58.6372532586448,57.391302998775686
Cell_618,B-cell,Batch1,Disease,48.413328086869335,46.9528905660744,51.151854708313536,32.64293933861869,60.54609618482212,45.93498828633106,39.80503353510234,54.16084111607417,59.375370183160605,51.967518412129685,41.09543037813178,42.959169806432975,45.482973096425084,38.53010199139344,54.94633542363634,,54.552517438995025,58.20857745040924,41.02760550872131,55.10550346894354
Cell_619,Unknown,Batch2,Disease,35.45491354027891,55.67674287461372,70.58104311375607,55.101530377791555,,50.37950456992306,54.537168246314124,54.897451679252,62.36775400064343,39.884687561557016,,52.59719530579159,37.66282681431329,38.72398956409829,51.93775874108942,46.584194083254225,27.94117250838969,35.4858829466727,59.577237973884706,47.495356459183064
Cell_620,NK,Batch3,Disease,,44.48901755269011,43.98310462950018,54.49509920122857,58.732212331934996,64.04203293869541,51.98614165803992,68.44268960566141,36.73906862269865,52.31265993171491,56.79372804155545,35.33196219941635,51.467309969666786,error,42.04341378390843,48.226417119374474,51.0232016749354,40.00195707404791,69.98581724619378,54.05660797281164
Cell_621,T-cell,Batch1,Disease,42.798951374745194,28.790388534020813,56.50480206260974,49.356669057814436,,42.29363882632356,45.907756623323074,47.19913866638945,39.86690771744372,42.434235578314116,,39.73777866931958,54.884152807177706,47.47728302866862,47.98141958094382,71.82709609747232,33.26352709241713,,error,47.293053582746204
Cell_622,Unknown,Batch2,Disease,66.62654602714431,56.972595763347854,38.717841860742865,56.86162599946704,45.1807315955669,56.84477838656149,67.64036157863679,44.11781488592227,53.181726172856834,53.811629646121865,44.48649122382572,47.48849805840541,63.356444151778966,55.09439477544548,59.035281833981024,51.40633466854076,45.983059777961785,29.788195048283825,62.2988073170422,50.76586382428993
Cell_623,T-cell,Batch1,Healthy,64.62139682336355,43.98573301503697,69.89965680613604,57.23805756871887,55.98628725665635,54.05731744062769,53.08516900597582,58.166155798324176,41.18898544130626,46.41590008031066,48.65042657775072,43.17474003202821,35.20027033724995,34.37945689478519,69.9598927009092,44.21358236572416,51.66280092708111,40.267309078224464,46.36693461546957,65.09494613919503
Cell_624,Unknown,Batch3,Disease,46.388144287322305,51.610130595389776,50.19430382957744,64.28154223986662,57.062465385124945,59.23075625197134,,61.28312259692548,68.47855500408266,69.74122284529345,,30.07183367574419,43.054477830869615,64.93002872990903,46.200659420916075,43.46910312695421,36.985712223786486,49.053469679871085,67.40725003784681,31.21183325901172
Cell_625,Monocyte,Batch3,Disease,33.71243253061549,41.57385765007487,52.4146378239403,42.04063284778357,40.461726257448746,47.89649969598503,41.16713538873528,43.11972925768628,37.317438753278616,52.47658628323014,60.4489571101721,45.483712081638636,39.513045388679835,41.72575615934652,54.4711521293512,39.844945668829254,65.25661580298045,67.87875223770072,52.0401164538049,66.83845265974549
Cell_626,B-cell,Batch1,Healthy,63.05660707168291,40.214037322725005,56.62036471872535,50.97204915669475,48.98058161065445,40.44997582940513,37.193177633873034,32.44477739321643,56.66887892868755,37.203675255655355,40.51084048970138,18.349515295786478,48.60183665777945,37.830606661456386,64.98649630019176,42.12473584172991,error,51.903189795728785,56.146097977699405,56.81705850803102
Cell_627,B-cell,Batch3,Disease,,43.89591513173076,45.513201001644234,21.894373974083585,49.92620949488934,52.30975058997688,57.56836445583294,59.35907059025672,43.12465730269256,49.41209051082782,65.18214462966858,error,51.44089972858519,41.7811250703865,33.366224111889,46.6555945537358,55.71438850499611,70.42944873904781,37.84816031799966,48.34863578206091
Cell_628,B-cell,Batch3,Disease,56.80958256778255,64.75103518700179,54.660528742881354,64.55435362393713,59.05254504329468,60.255368318112374,36.796420131121934,45.20357849384738,47.79396332216681,58.22643565935523,52.982788503483235,54.24861623131927,55.767519320683796,43.547121625978576,45.71957527276168,55.97254332710192,48.72318447128046,49.59667470647553,54.40706474034292,31.22319657212826
Cell_629,NK,Batch1,Disease,66.5100114575312,43.31607067782063,50.93324870036796,56.041582045064686,,38.86311378562315,,39.33264690863113,42.60073682754364,69.55318258327688,42.63933998163281,59.25189703258074,37.88740729899839,59.64431739245156,38.8856059300037,48.75173389891521,45.289952633080695,61.68472977937148,39.04010933714716,43.94546990255321
Cell_630,Unknown,Batch3,Disease,60.803564311880066,49.56644046797241,37.82664963708376,47.834395149069344,26.10893462720704,58.061605834343695,39.47242007607335,57.39672205857787,53.55550084918803,62.91736221805129,51.29594146422322,41.4903974806923,56.77193805208792,31.996211808000762,53.35787106959548,37.23870018706572,59.34585975254484,59.56101405732282,45.79887615716858,49.89249759666753
Cell_631,Monocyte,Batch3,Healthy,45.995203585447584,50.599714342279434,55.46498513882321,58.31746228414637,55.423055748722135,44.72973213702488,62.00892585616639,29.661383156241886,,48.345800779666156,53.39681680474948,52.857568137953805,46.37255643709891,64.8586410656066,44.030329992415346,45.930844961648454,42.79045692066181,56.634762005983006,36.92152088094832,54.75236799262673
Cell_632,Unknown,Batch2,Disease,41.813486723448214,42.74892546572438,45.819381019573335,46.25375369845716,48.6117736770032,66.18136688023844,53.34860157857316,45.45901520336966,52.8202104448795,55.49431856027633,53.67698163038626,65.53467249729678,42.20613297370857,42.80502309600968,53.01199301069671,51.5513988203992,60.15544542041343,error,57.70748436919024,49.19797642343258
Cell_633,Monocyte,Batch2,Healthy,error,56.02278066703328,51.313783895148326,39.005922762352476,59.61417564883371,53.763326530495505,53.83344518911891,47.6511018351294,37.23929790699239,46.769447988152685,46.401425271376475,45.96733365945001,57.42834947446757,30.198466286028605,48.7717324210535,68.32746065326263,46.6652727540332,51.998807508781695,62.82878832744579,66.26702818217078
Cell_634,Monocyte,Batch1,Disease,55.40499374346341,31.648827719383576,47.13632980835745,error,51.66336007138557,70.83302164342965,44.76463962718916,error,error,63.88430211747119,52.34379055228952,55.24649087473455,error,32.267465258151724,37.59525643173265,57.819183524561666,44.85614140763045,37.1411107360934,58.902500341229896,39.61671662691747
